text,sentiment,,
Beware. I bought this used and the person or company I bought it from didn't have the common sense to de-register it from the previous owner. That should be done before you sell it. No excuse.,negative,,
I ordered this product and it was not what I wanted. I ordered the wrong one. I contacted the company and returned the item with no problems. I ordered and new one from the same company and cannot wait to get it! Thanks!,negative,,
Not worth saving a few bucks. Go with an iPad.,negative,,
"I bought this product used from a coworker's daughter who was phenomenally underwhelmed by it. It is heavy and slippery. The capacitive touch is not perfect, and the narrow metal rim of the screen ensures one ends up touching the screen and changing things inadvertently. There is only one option for a page turn; lefties beware. The battery life is far shorter than the time necessary to read a medium length book, and the plug-in is at the bottom of the unit. Since the cable is specific to the NC, I hated to risk bending/breaking it as I can imagine it is pricey to replace so plugging in the unit usually meant it was time to put the unit down for a LONG time while it recharged. I traveled with this unit, and it did not get me from one airport to the next on a charge. A lot of the ebooks I own are in .pdb format, which B&N sells, but the NC does not read. I was having problems with the unit not doing the motion side-turn and read thingy, and B&N pretty well ignored me. The local manager reminded me that used units are no longer subject to help. (The concept of the unit being less than 4 months old when it died, and turned on twice before I bought it, didn't bear any weight.) A local computer repair guy charged me $60 for absolutely no help at all; apparently the NC is far too complicated for anyone but a B&N repair person which never bodes well. Now the unit, fully charged, will not turn on at all; again, no help at the forum. Since for $40 more one can buy a ViewSonic gTablet with 10"" Multi-Touch LCD Screen, Android OS 2.2 and download reading apps for it, I'd say forget the Nook Color.",negative,,
"I've had the Nook e-reader for less than 18 months. It's been ailing for at least 12 of those months. At first, it wouldn't start up for no apparent reason. I'd get crazy messages and images on the screen, but no access to function. I went online to see if other buyers had the same problems and possibly solutions. They did. Lots of complaints and a few helpful suggestions. The things I had to try were a nuisance but they worked when I was persistent. I learned to fuss around and get the thing started. Then the charger started failing. I'd have to position it a certain way and weight it down when it was attached to the NOOK. That worked for awhile. After awhile, it seemed clear that something was wrong with the connection so I bought a Nook-compatible charger from Amazon. Good news. It worked. Bad news. It worked for only a week. I called Nook Customer Service. They said I really needed a Barnes & Noble brand charger. So I laid out another $15 or so. That charger worked for about 3 days.Now the EEG for my Nook has flat-lined. No web advice and no Customer Service advice helps. However, in my last conversation with B&N;, they told me to take it into a B&N; bookstore and have them look at the device. This will be my last ditch effort. If further measures require an investment of more than 10 cents, I'll tell them to pitch it in recycle.I wouldn't have hung in nearly as long if it hadn't been for a NOOK game I'm addicted to and can get nowhere else. Time for online-game-rehab, I guess. I will never buy another Nook. As my kids would say, it's a P**** Of S***.Barbara Cox",negative,,
"When rooted, this is an amazing device, with a powerful CPU that can be over clocked past the normal over clock speed of 1300 Mhz and way past the typical 800 Mhz speed with only less of a battery life and no other ill effects. You will have to download the typical angry birds and fruit ninja games as apk files, but when you do, this device will shine. Other recommendations are tank hero, and Jet Car, and Jest Car Lite (the Lite version has levels that the full version does not even have!).",negative,,
"A decent color e-reader, but pretty much worthless for internet use. The thing will only connect in the B&N store. Apparently it's extremely finicky about the wi-fi hub that it will connect to; meaning most wi-fi hotspots will not work. There's lots of online discussion of this defect in the color's design. I bought mine last summer. And now you have the option of the Kindle Fire. But I've just been reading that some of its new owners are having trouble with wi-fi, too. So, apparently there's no free wi-fi lunch with these relatively inexpensive Android e readers.",negative,,
"Yesterday I spent over an hour playing with a real Nookcolor at my local B&N;, where I've befriended the staff as I go there almost every day as an unemployed.  Anyway, I was very dissapointed at this iteration of the Nook.First off, the Nookcolor is very heavy.  I think it's almost 1 pound, and since it's not a true tablet, you're supposed to hold it in one hand, but it'll strain your hand muscles after a few minutes.  Even the B&N; guy told me to hold it with TWO hands. That's pretty pathetic, I must say. The only way to use it for more than a few minutes is to pop it up on some support, which obviously is not convenient for a device that's primarily an e-book reader.Second, even though it's much faster than 1st- and 2nd-generation Nooks, it is still slow, especially when browsing the web.  Now, page turns are generally faster, but there is no animation, and sometimes there *is* a slight delay so you're never sure if the device registered your turn gesture.  Very annoying.Third, the screen is high-res but rather poor in contrast and viewing angles.  I think the resolution is 1024x600, and the DPI is in the high 100's, but overall I felt the screen looked coarse.  I guess for this price, they have to pick some cheapo screen, so no surprise there.  The color LCD screen, of course, draws down battery pretty quick, a fact even the B&N; staff acknowledges readily.  Also, the screen is completely unreadable under direct sunlight.Speaking of the screen, the digitizer is not very responsive, whether you want to zoom in or out or type something.  It's slightly better than my 4th-gen iPod touch but that's still a very frustrating experience.Fourth, the software is still buggy.  The demo unit in store had a few books, but half of them could not open, with some mysterious error message.  The web browser could not render several web sites I tried.Fifth, the interface is very confusing.  There is the hard nook button, there is some kind of drawer button on the screen.  After an hour I still found myself tapping the wrong button to do something.  Very dumb.Sixth, of course, you cannot access the Android Marketplace app store, at least without jailbreaking this.  Very few apps are available and there is no indication B&N; will allow more aps, since they wnat to use this sell e-books, which carry fat margins and have super-enriched Amazon and its founder.In short, this is a disappointing device, not the least because its hefty weight and barely useable screen are just ridiculous for an e-book reader.The list price is $249.99 and B&N; does offer a 30-day money back guarantee if you buy it from them.",negative,,
"it constantly acts up.  i try to use it for my textbooks but when i try to turn the page it glitches and zooms in.  the touch screen randomly clicks things by itself, also doesnt allow returns.  would not recommend",negative,,
"I got this for my wife as a Christmas present because we have a bunch of books in ePub format. I put them on a microSD card, went through the arduous setup procedure and now it will not open any of my books. I have, over 6 hours invested today trying to get support help. Phone goes to some third world place and I cannot understand the people. Chat (4 times) is better but they finally concluded it wad my credit cards fault!! Basically, useless support.Returning it tomorrow...",negative,,
"You can get this for about $40 less at B&N directly (plus tax), or at that same lower price, without tax, at their site.",negative,,
"Once I replace it's crippled version of Android OS, and replaced it with a Cyanogenmod version of Android, I found the tablet to be very capable. The only negative is that it is a little on the heavy side.",negative,,
"Bought two of these for my daughters and they both have issues when reading books. The pages jump after a few minutes of reading and the menu screens pop up and down constantly. Power off and on to resolve but it keeps happening. I'm returning these today and getting a Kindle. Oh yeah and it locks up totally every so often and again you have to power it down, very disappointed. Barnes and noble support is terrible",negative,,
my girlfriend uses it every single day. i bought it for her as a christmas present. and she loves it.,negative,,
I bought this from B & N and had to return it back in June and they have still not credited me for the return.  I have called them at least ten times over the past two months and have been on the phone at least two to thee hours each time and they have still not credited me yet for the nook touch.  I am now forced to report it to my credit card company and hopefully they can get some where with them.  Buyer beware where you buy your Nook touch.,negative,,
"Unboxed the Nook. Charged it up. Won't connect to my Wifi network when three laptops in my house will. And it won't work at all until you register it. Posts on the Internet say its a complex technical issue. I'm calling the B&N; tech people. If they can't fix it fast then this thing is going back. I didn't sign up for hours of struggling with Nook's technical problems. I have better things to do.Update: Customer service didn't help. Took it to Barnes & Nooble Store but the battery had drained in less then a week so they couldn't look at it. I figured if the battery can't hold a charge for that long than I didn't want the device. The seller agreed to take it back for a restocking fee and I had to pay for shipping. This thing cost me time and money, a bad experience all  around. I'll never buy a B & N product again, certainly not from a third party seller.  I've ordered a Sony reader directly from Sony. Hopefully I'll have better luck",negative,,
this thing was a paperweight from the mint I opened it. and the customer service is just awful. it wont let you go any father unless you register the device and since it would not let me do it I could not use it. went back to the Kindle,negative,,
"No stars. Be warned, potential B&N customer: if you have a problem with a defective brand-new, just-delivered Nook device, you're likely headed for Customer Service hell. Be prepared to meet with an army of know-nothing, apparently deceptive incompetents. Any merits of B&N's Nook products are offset by the company's Customer Service from hell. Today, trying to resolve the problem of having just received a Nook Simple Touch lemon, I've been lied to, hung up on, and received no help at all. The return call, promised by a supervisor at around six this evening, never came. So, around 4 hours later, I called back and spoke to another supervisor, identifying myself and asking for help. This call was disconnected on B&N's side, and that supervisor never called me back or emailed me to provide service.  I've also been advised that I'll have to wait quite a while for a replacement Nook, though I live in Manhattan and the site promises same-day Manhattan delivery. I'd read reviews on the B&N site and, I believe, on Amazon as well, about B&N's horrific so-called Customer Service. I can see now, from experience, that the horror stories are true. So if you buy a Nook from B&N and get a lemon, as can happen with any e-device, you're going to find yourself quite alone with your problem. Whatever the merits of the Kindle, I know from experience that Amazon Customer Service lives up to its name. B&N Customer Service is essentially an insult to customers. I don't work for either company. I'm just a customer with a brand-new defective Nook Simple Touch, and I can't get any help from B&N. So if you look at the numbers and see that Kindles far outsell Nooks, B&N's misnamed Customer Service is likely at least part of the reason.",negative,,
"Received this as a gift last Christmas (11 months ago). Manual claims that at a typical rate of reading, one should be able to use it for a month on one charge. My battery already lasts only 2 - 2 1/2 hrs on one charge before the unit won't start due to a low battery level, requiring recharging. This is either a false claim on the part of B & N or else the batteries they use are of exceedingly poor quality. I've used hundreds of rechargeable batteries of various brands and technologies over the years; if this thing suffers from a battery problem, then the batteries in these devices are on par with the cheapest quality / lemon nicad rechargeables I use to encounter 25 years ago. Keep away.",negative,,
"When attempting to live chat with their customer service, I was ignored 3 times where the other agent never responded and then the chat timed out, and had the session terminated 3 times for some unknown reason right after their standard ""it's not really broken"" response was written. All because I wanted to know why my the touch screen on my nook stopped responding to input.Then I called and was literally cussed (f word) at a minute in for asking about what was wrong with their live chat. Maybe I was just really unlucky and the person I talked to was angry or planning on quitting or something, but I still find it unacceptable.Seriously, go with a kindle or something else instead. Amazon's customer service has always been well above average for me.",negative,,
I bought this tablet for someone as a gift. I was so confused about which one I should get them. I definitely chose correctly for them.,negative,,
only had it for a few weeks but have not noticed one problem for this price compared to other hdmi cables i feel like I won big on this item.,negative,,
"A very easy replacement for a 5th gen ipod 30G HD.  I purchased the ipod on ebay knowing it was damaged.  It had the ""sad ipod face"" screen of death.  I could hear the HD trying to spin up, but not reading properly.  If you have that indication, all you need is this HD!The repair was easy.  Carefully pry apart the ipod with a small flat screwdriver and remove the smaller connector.  The ipod can now be placed on a table with both pieces open.  Next, remove the bad HD by unplugging the ribbon cable ON THE HD SIDE.  Make sure to note the orientation of the HD as it will only work one way...easy to put the replacement HD in ""backwards"".  Replace with the new HD.  The only trouble I had was the cable would not stay in the HD for some reason.  I had to use a piece of tape to secure the cable to the HD so it wouldn't come out.  Next, using a small pair of needle-nose pliers, grip the small ribbon cable gently, and push it back into it's slot.  Finally, carefully hold the HD in place and re-attach the two ipod pieces.Now you will have to restore to factory settings.  There are resources on the net for this...I just started up iTunes and plugged in the ipod.  After a few min. iTunes reconized that the ipod needed to be restored.Good luck!",negative,,
"My iPod video had hard drive failure.  I used iFixit instructions and this drive to make it work.Make sure you plug the cable in the right way.  Drive is shielded on both sides unlike the original so you have to look carefully.  If you get it wrong, iPod will tell you there is battery failure, but there isn't, it's just the drive in backwards.  I flipped it around and it worked, no harm done.",negative,,
I use it on Microsoft Lynch for telecoms.  The speaker is a little &#34,tinny&#34, but the mic works well without echoing.,negative
"The advertisment for this DVD on Amazon was incorrect.  The ad stated that the DVD was in Wide Screen Anamorphic format.  The DVD was not in this format, it was standard Pan and Scan, and it was a poor quality transfer from the film.  I thought about returning it, but decided to give it as a gift.  Motion Pictures that are filmed in anamorphic, or 2.35 to 1 format should only be transfered to a DVD in this format.  The people that make the decision to use pan and scan to fill a standard television are ill advised, and poorly educated to artistic principles.",negative,,
The EZGrabber2 works well but it's software is a little lack luster. I have software installed on my computer that works properly with my night vision so the EZgrabber works well to do what I needed.,negative,,
"A little background...I am a 38 year old man who has played around with electronics and computers my entire life. Windows 7-64bit machine with 8GB RAM blah,blah,blah.I have struggled well over a month with this piece of trash. After this experience I'm DONE with Micro$oft's depending on consumers to fix there crap OS and heading to Costco to let other computers do what this device clearly will not.",negative,,
"This product appeared to be high quality and well made.  It also has the feature that turns on the iPad when the cover is opened.The Moleskin does have a very nice, luxurious feel.For me, it was just too heavy.  Not in pounds, but when you hold an iPad up for a few hours, a few ounces can make a big difference.There is another iPad cover sold on Amazon that is a big seller, at around $20+, made of a synthetic material.  It is much lighter, and also turns on when opened.I hate to pass on higher quality and probably longer lasting, but this Moleskin cover was just too tiring for me.",negative,,
"The Dell Axim X30 624 Mhz was released in 2004. It still has a lot going for it; it's sleek, compact, and attractive, it's got Bluetooth and WiFi, and a 624 Mhz processor (the fastest processor available then). But I can't imagine why anyone would want to buy this outdated model, especially since the price listed here for a brand new unit is higher than what it retailed for in 2004. It uses Windows Mobile 2003 (WM v4), which isn't supported by MS anymore. The current version of Windows Mobile is 6.1.Additionally, Dell has discontinued the Axim X30 since 2007. You will have trouble getting support from Dell if you run into any problems.But complaints about it being outdated aside, the Dell Axim X30 has a few significant problems with it:1) A problem commonly reported is the backup battery going bad or burning out. There is no way to replace it unless you want to venture into cracking the case open and soldering the right kind of battery on.2) A lot of users, like myself, have the problem with the built-in storage spontaneously disappearing. The PPC doesn't ""see"" the drive anymore; it's like it doesn't even exist.3) Activesync frequently fails to sync some task and calendar items.4) Pathetic battery life. I can squeeze about 2.5 hours from the battery it comes with - and that's with Bluetooth ans WiFi turned off and the screem dimmed down.5) On my X30, the power/data connector completely broke loose.I would advise you to pass this up.",negative,,
"The Acer Aspire Netbook is sold with Windows XP operating system.  This DVD/CD burner is sold with the Windows ME driver, a generation behind the XP.  I tried downloading an updated driver from Microsoft, no go.  I tried contacting cBear, hoping they would support their product, NOTHING!  $25 paperweight is now what I have.  Amazon should drop cBear as a re-seller.  (It's not Microsoft's job to support cBear's hardware, it's cBear's job to support their product.  Not even ansering my email is not acceptable.)",negative,,
I have a 10 1/2 in. computer with no disk drive and I needed to get my computer updated as much as possible.  This is working wonders and I am slowly cleaning my computer off of the old stuff and putting on new or updated programs.,negative,,
"Works as advertised. I needed a replacement for the internal drive on my Lenovo Y510 which had failed. Since the failure on the internal drive had happened before, I didn't want to deal with that again. Having an external drive is a little unhandy but once the OS had been loaded on it, an internal drive would be rarely needed.",negative,,
No problems so far except unable to upload a program CD. Not sure if it was the CD/dvd my computer or the software but just that one disc.  That disc works in my desk top but not in this unit.  Not sure why.  All other dvd's and CD's have been working without a problem.,negative,,
"Do NOT buy these batteries and this little 'handy kit' if you want a battery you can RELY on.  My experience using them in flashlights (Fenix, Sure Fire, etc) has been dismal.  Full charge = one hour of 'strobe'.  Contacted vendor and was told that ""these cells vary"" and that ""replacing them wouldn't help"".....so WHAT WOULD HELP?!?!Basically, the vendor says that these cells are worthless and unreliable.  Is that what you're looking for?  Go elsewhere.  The battery sucks and the vendor sucks.",negative,,
useless piece of device for a device that already has a mic... the performance is very average...!!! looks smooth tho.,negative,,
"It does not work. When you plug it in, it disables the speakers and then the iPod is practically silent. Not a good idea.",negative,,
"I plugged it in and it worked. It is small, but taking it with you is a challenge. How about making it into a key chain?",negative,,
I don't know what I was thinking buying this piece of junk.  I guess you get what you pay for.  Invest in quality and stay away from this thing.  Seriously.,negative,,
"i like it, but a little expensive compared to others i saw online after purchasing.  Other than that, it's good.",negative,,
"I bought this on March 4th, 2014. Suddenly even thought the Storage in settings showed the card with used and free space, no app could find any files on it. Had to dismount, remove it and reinsert it for it to work, BUT it is erratic! While in the middle of playing mp3s on it, all the files disappeared.. This is happening over and over. Very disappointing!",negative,,
"I had a couple of problems with having to reset my device so it could read the sd card before.  I like to save any applications I can to it to save room on my device.  Worked great for a couple of months after that.  Then since yesterday, it just stopped reading and started saying damaged card and try to format.  I formatted it, and it still wont read the sd card.  This was a horrible waste of my money.  I am very upset.",negative,,
"I bought this device so I can use my laptop and charge my phone during travel to other European countries. But few hours after using it, the fuse blew up and the device didn't work after that. Very disapppointed.",negative,,
"The usb charger socket was totally broken and never worked. I'm not sure what the two red lights were supposed to be for but I never saw either of them turn on either. It was difficult to fit grounded US plugs in without some serious shoving, and the fakey plastic ground doesn't retract so I couldn't use it on outlets that didn't have a ground socket (common in Hong Kong). It's also quite big and heavy to travel with.",negative,,
this cable does work with my 5D Mark iii and my canon point and shoot...Audio seems a little off ... not sure if it is the cable or not... I mean it does not sound as crisp as listen direct from card and from computer...  No more thought is given to that...,negative,,
This cable is 10 feet long and at that length I doubt you'd need anything longer.It connects to my TV well and the audio and video comes through perfectly.5-Stars!,negative,,
"The price seems to reflect the product here unfortunately. I bought this to be used during a short film production. It worked about 60% of the time. It would either drop out or give a distorted image to the monitor. Haven't tested on other monitor as we were to busy working, but this cable negatively affected my production having to wait to start rolling as we didn't have an image.I will like be returning this product. You get what you pay for.",negative,,
Cable is great...allows me to bridge TV to PC and watch the pictures taken in travel...this past year... for a low price,negative,,
"The cable works as it is described, it is thinner then some other brand cables like Belkin etc. Can't beat the price.",negative,,
I already used this on my recorder. I got this at the right price. Everything here is reasonable and a person can't go wrong.,negative,,
I got this to connect my Canon 7D to the TV. I like the low price and the quality of picture i get on TV but the cable is a bit hard to windup for storing in the bag. I wish the rubber compound used to make the cable is a bit softer to handle.,negative,,
"...at the price i paid for this.  using two--one as a camera-to-computer and the other as a monitor-to-computer cord, and have had zero problems with either of them to date.",negative,,
The recipes in this books are tedious to make. I found that easier and simpler recipes can be found online. I had no problem with the recipes online working in the Zoku maker.,negative,,
"I should not have bought it because it comes free from my cake decorating class. Oh well, at least I gave the other copy to my sister.",negative,,
"I'm hoping that I can learn how to make gum paste flowers to perfection for my daughters wedding, and maybe a few other cakes.",negative,,
"This book is okay, but I was expecting a much larger book than this. This book is the size of my hand and hard to see the small writing when you're trying to prepare and read it at the same time.",negative,,
This is more of a packing review than a review of product.  The book does what it's intended to do. However it came all folded up the packing was real bad the book is folded vertically and horizontally!!!! I bought it because the store I go to was out of it. It came in 24 hours so I was grateful for that. Again the packing was BAD!,negative,,
"Maybe this one was an earlier print, but my classmates and instructor's course booklets were a few pages different.No biggie though. Same material.",negative,,
Bag tore with almost nothing in it - Just caught the corner of a small cracker box and that was that. Pretty disappointed.,negative,,
It's a must for report writting. It has ten thousand words in it's data base. It's small and compact. Good price too.,negative,,
"I used to date this girl who loved Scrabble.  So, by association, I had to as well!  We used to play a lot - even with her Grandmother.  What they did, however, was ""cheat"".  We had one of these - this same Franklin Spelling Corrector you see here (an older model but same nonetheless) and you each of us was allowed to use it to come up with all kinds of crazy words.  I thought this was a dumb way to play Scrabble, at first, but then I came to love it.  If you're all ""cheating"", then it becomes a different game - the strategy changes.  We had a lot of fun.  Too bad I had to dump her for being utterly insane! (I'm sure she was bipolar-scitzophrenic or some variant thereof).  I kept the Franklin Spelling Corrector!  Still have it to this day!",negative,,
Not good for large fingers. Demo must be cleared every time you turn it on. Slow if input is incorrect & may require a crazy input to get proper spelling. It does work however. Worth $15 or less.,negative,,
"If you type the wrong word in, it &#34;might&#34; produce the correct word.  It doesn't give any explanation of the meaning or how it can be used. I should have sent it bk., but I factored in the cost of return shipping - wasn't worth the return.",negative,,
Had my doubts that this would hold a 300 page paper back book because it's kinda thick and therefore stiff... NO Problem and the adjustable part of this holder is that the two parts that actually hold the book swivel so you can move them in or out to accommodate the size of book.... SIMPLE  BIG BOOK or small book it holds them all and the design allows for easy page turning.  I am using it to take notes for study.  Bought a much bigger holder at twice the expense and returned it... could not turn the pages.  This is a winner,negative,,
"I'm very disappointed in this device. It's basically just a coat hanger with two plastic guides.  The only thing it has going for it is portability.  It can only hold regular sized hard covered books. Forget about any size paperback, it will not work. Even hard cover books are nearly impossible to align correctly and they slip and slump in all kinds of odd positions.  Then you have to completely remove the book from the stand every time you need to turn a page and try to realign it all over again.  I tried with over 10 textbooks and it didn't do well with any of them.  For home reading I'm going to buy and suggest you buy a more substantial stand. The only reason to keep it is to slip in a backpack and take with you and hope you have the desk space wherever you take it to use it.",negative,,
"I'm very disappointed with this purchase. The quality of the product is low, the paint is uneven and the bottom of the cup is cheeped.",negative,,
"used it to make mini PB & J sandwiches for my 2 year old niece, havent used for cookies yet but am going to do so in a couple days, ordered the bigger mickey mouse for sandwiches cause this one was small, you dont realize how small 2 inches is till you cut out the shape",negative,,
"This is as described but for some reason, I was still expecting it to be a little larger. I purchased it with the intention of using it when making my daughter's lunch - cutting cheese slices, sandwiches, cucumbers, etc.  It's the perfect size for what I wanted.  You could also use it as a form for making pancakes, etc but they would be very small!  I wouldn't use it as a cookie cutter but my family makes double the size of the average cookie.  Maybe for mini cookies this would work...",negative,,
"I like the handle length on these and the added bonas of not having to use my nails for the pith removal. I have had the finger ring style, Already gave 2 away, Hope I don't loose them in DW.",negative,,
"i'm 40 and i remember my mom having one of these.  it was a very stiff plastic.  these are very ""bendy"".  probably will search for something else.",negative,,
if you have never used one of these to peel an orange or any citrus you do not know what you are missing. they last for ever and work every time,negative,,
"I was doubtful about getting two sets of these, but I am glad I did.  They are just right for children.  They don't hold all that much fluid so if there is a spill...and there is ALWAYS a spill...it isn't so bad.  I put them in the dishwasher on the top shelf.  They've been holding up well.  We've had a couple left in weird places that ended up holding science experiments but they washed up just fine. Get them.  They're terrific for families.",negative,,
"You get 12 small tumblers in this order, they are just as they appear in the picture. They are sturdy, IKEA quality, they will last years. I like the matte texture that acts as a grip agent on the bottom half of each cup.",negative,,
"I was looking for tumblers to replace the use of paper cups in the bathroom.  Unfortunately, these were a bit too small for what I had intended.  They appear to be well made and were helpful when I had visitors with little kids.",negative,,
Got this for my daughter for Christmas (2 year old) and she loves it.  She's at the age where putting things in to boxes and taking them out can occupy her for some time.  She loves putting little treasures in here and taking them all over the place.  The size of the box is like that of a metal lunch box.  Big enough for a toddler.  We haven't had any problems with it and it is quite durable for a play date.,negative,,
"Can't chop anything well.  [Tried onions, tomatoes, celery, olives, nuts, and many other items.]  Tried 2, 4, and 8-oz loads.  Tried 1/8, 1/4, 1/2 cup loads.All you get is half mush and the other half ""as is"".I think it could ""mix"" 1/4 cup of cooked rice with a 1/2 cup of water ... but who needs that?This will be the last Cuisinart product I'll buy; their griddler, blender, and ice cream maker are poorly engineered too ... and I long ago stopped using them.",negative,,
These are OK if you are doing something that has liquid.  I have tried small amounts of hard things and they don't seem to blend or chop without a lot of side scraping.,negative,,
I bought this item specifically for grinding spices and herbs for indian cooking. It does a fairly decent job with the spices although you need to have at least 1/4 cup for it to work well. As to the herbs perhaps I'm doing something wrong but it did not do as well. The herbs that were above the blade stayed put and it took a lot of scraping the bowl to get them chopped up. An addition of something solid (perhaps an onion or a some butter) would probably take care of the problem but just the leaves on their own give this processor a hard time.,negative,,
Bought this as a gift for my daughter in law. She has used it a few times and loves it.,negative,,
"I purchased this in advance for what I knew was going to be a lot of food prep Labor Day Weekend.I was so certain of the Cuisinart brand name that I threw out the boxes and other packaging and the damned thing didn't work.  Well, it worked for 10 seconds and then died.  It was probably the single biggest waste of $30 I have ever made and the entire thing ended up in the trash and I spent 4 hours chopping vegetables by hand.",negative,,
"I find it a little difficult to get the get the consistency I want.  Some things get liquefied if the chunks are too big and I want to try for a little smaller.  What I wind up with is liquid -- but still with some chunks in it!  That, for me is not too bad; I just wanted it for small amounts where hand slicing/chopping wouldn't do the job.  I have had the Cuisinart Mini-Prep for three-and-a-half years and used it again, tonight, for the first time in two years!  Then I remembered why I had not used it.  The parts have too many small grooves and recesses which just do not wash cleanly -- easily.  After brushing and scrubbing the disassembled parts I find that to get off all the small smears of food I have to resort to Q-Tips to get the numerous little, tight angles and grooves clean.  It's a  hygiene horror!",negative,,
It works well but is a little smaller than I had expected.  This is my fault and not the fault of the machine,negative,,
Seems to be a solid blender. I was worried about the negative reviews but after using it myself I am convinced that those were user errors. There is a possibility that the glass jar is not correctly placed on the base which could lead to accelerated wear of the plastic connectors. This should not happen with a bit of care. Only bit of criticism that I have is that the blender could be slightly faster and blend more foamy.,negative,,
"For this money I didn't expect the glue under the button names to peel up within a week. and I certainly didn't expect the base to cause messy leaks despite repeatedly replacing the gaskets. And now, after less than two years the motor has burned out! Shame on you Cuisinart!",negative,,
"I'd lower my number of stars, but can't because this is an edit of a previous review.  I had this blender for four years (an admittedly long time, but I used it very rarely).  I noticed after a year or so that there were fine black plastic bits on the base of the blender.  After a few more years of use the plastic mechanism in the base of the unit that spins the blades split in two.My husband and I were going to throw it in the trash, but then felt a wave of guilt about how in our consumeristic culture we never repair things anymore, etc.  So he went online and ordered the broken part for $[...].  When he tried to replace it we realized that an interior screw had become stripped and it was impossible to remove the broken piece.  THEN we threw it in the trash and bought an Osterizer, which doesn't have any plastic moving parts.",negative,,
This blender sucks! It does not work!  Everything just sits there and I have to use a spoon every few seconds to mix it up.  DO NOT BUY THIS BLENDER! It will save you time and a headache you if buy a different one.,negative,,
I love pink appliances and they are very hard to find.  This blender matches all my other pink appliances and is also a quality product.  I would highly recommend it.,negative,,
"This blender sounds louder than a jet plane and when you're through holding it together, the food looks the same as when you put it in. IT DOES NOT BLEND! a terrible product. i've been disappointed in this brand name before, but this unblender surpasses even their worst.",negative,,
"This is a great blender that's gotten a bad rap. I've owned this model for years and it outperforms all others for my specific task: pureeing Progresso's Manhattan Clam Chowder. The ice crushers don't liquefy the clam pieces. The Cuisinart purees their little hearts out. The mechanical construction is still the Achilles heel but if I can get 2-3 years daily service for 59 bucks, I'm good.Btw, Progresso Manhattan Clam Chowder is a watery mess from the can. Once it's throughly blended, like a shrimp bisque, it's a world class soup. I'd put it up against anything in a top restaurant. I've had one can a day for twenty years. Unfortunately, this doesn't work for other Progresso soups (they're already too thick). Another stroke of genius: blending pea soup with vegetable soup, but this only works for mid-price restaurant soups.",negative,,
"Read other reviews.  The drive on this unit fails.  I probably used this blender only around 10 times over the past year, and now its broken.Do not buy.",negative,,
"This blender is unreliable and does not work well for smoothies (our main use for a blender). When the cutter assembly broke (after ~20 uses) I contacted Cuisinart about a warranty replacement. Since the blender was purchased as a gift (from our wedding registry), we did not have ""proof of purchase"" and Cuisinart did not honor the 3-year warranty.We purchased a replacement part from CuisinartWebstore.com (~$21 with shipping) and got through another ~10 uses before that cutter assembly broke as well. This time with a proof of purchase in hand I called cuisinart customer ""service"" again only to learn they do not warranty items bought at the webstore (i.e. the replacement part had no warranty).If we could rate a company / brand here as well I would give one star to Cuisinart (i.e. Conair) for their shoddy product quality and poor customer service.",negative,,
"I had used this blender for blending &quot;soft&quot; drinks like shakes and smoothies without ice, but after using it ONCE for blending with frozen strawberries, the plastic part that drives the blender mechanism broke.  It's made of a hard plastic and not a softer plastic that has some give to it as many other blenders do.  This is definitely not something I would expect from Cuisinart.  Very disappointed.",negative,,
"I'd formerly written that I'd sent the base for this blender back to Cuisinart for repairs, not once, but twice, after the plastic gears broke blending *liquids*.  Liquids! Not even thick sauces or heaven forbid ICE -- despite the advertisement of this item as a ""bar blender.""Well, guess what? It broke again, when blending a thin soup.  I'm not going to waste any more money sending this thing back to Cuisinart and will have to think twice about buying appliances from Cuisinart again.",negative,,
"Macy had these for $39.99 so I bought three.  All three failed within a very short period of time.Cuisinart charges $10 for warranty repair and you have to pay shipping to return them to Cuisinart, plus all the time required to copy your sales invoice, repackage the unit, deliver it to the post office and wait in that line all for the $17 difference in simply buying another unit.Then again, why bother buying another or even getting a warranty replacement since you'll be going through the same process a few months later.",negative,,
"Unreliable and hard to clean.I took full advantage of the warrantee on this coffeemaker. With a only 6 months of service, the grind mechanism bound and couldn't be removed. Cuisinart replaced under the warrantee (I did have to pay shipping charges!) Less than a year later a repeat performance. Again, I paid shipping and Cuisinart replaced the machine. Well you know what happened!  The third one just went in the trash as the warrantee expired two months ago.The machine was always difficult to clean - so know I am online to look at Melita's!",negative,,
