Review,Senti
"I bought one for my dad to use occasionally and tested it for a couple songs and had no issues like others have had, maybe I'm not using it as long. It is cheaper feeling than my more expensive ones. I will update this if things change.",negative
"Bought this as a line-in cable for my in-dash stereo from my cell phone. The cable does not work. I only get sound out of one side of the stereo when it's fully plugged in. In order to hear stereo, i need to hold cable out to before the spring click. Unfortunately this doesn't suit my needs for the car.",negative
"it's the worst cell phone I had to date.1 this phone has 1 to 2 second delay when buttons are pressed.2 because of slow button key I kept doing and unding key lock/unlock several times to actually call anyone.3. battery life is only about 48hrs (standby) and defintly not 200 some minutes as what this phone's spec says.4. phonebook is pretty messedup. phone book name displys only first half of first line, although it allows you to enter two lines.5. on/off button some times takes second try.6. it's not straight forward to save work/home/mobile... under one name.7. phone charger connection is so flimsy that in certain position it won't charge. design is pretty messed up.8. 1/8"" of color lcd screen is already dying only after 5 month of useage.9. signal is very poor. I'm sure this lot more to do with Tmobile.Basically slow and unintuitive phone.Bright side of all this is that Tmobile contact is only for one year.",negative
This does not work at all. And once you put it on it is so hard to took off. Never again!!!!,negative
"I do get reception, but it added a bar for me.  These are no 'Magic Bullet' for bad reception, but they can take it 'just over the edge'.I have used these before in old phones, but they get 'lost' easily if I forget to remove them when changing batteries.  So this is good enough to 're-purchase', at least for me.",negative
you do not get a 6 pack you only get 1 of them do not be fooled i was very upset that it only came with one and i do not liked to be tricked like that,negative
"Sidekick II is meant to be your one-stop-shop wireless gadget for e-mailing, web-browsing and IM chatting anywhere you go.  You can also download limited content.  You can also sync with your Outlook calendar and addressbook, but only if you pay extra for a third-party utiltiy program.  Compared to the original Sidekick, SK II is thinner but quite a bit longer.  I also think it's uglier, esp. the new thumb keyboard, but the keyboard is still very useable.  Battery life is terrible after the first couple weeks, requiring you to carry the charger with you all the time.The problem with the whole T-Mobile data service, though, is the poor quality of T-Mobile's GPRS coverage.  T-Mobile is infamous for its sporadic GSM (voice) coverage in the U.S.  When it comes to GPRS (data), it's even worse, and the slightest degradation in reception will cause the Sidekick to go kaputt.  And when that happens, SK has a tendency to fail to re-establish the data connection when signal strength returns.  This makes a very frustrating user experience, esp. when you need Internet access the most (e.g., when you want to log onto amazon.com to compare-shop that big Sharp Aquos LCD TV you are looking at inside a Best Buy store).  Unfortunately, T-Mobile has not improved its coverage or download speed, so if you get the SK, be prepared for slow speed and lost connections.  Once the novelty factor wears off, the SK experience is a rather stressful one.Of course, currently no other device - not even the Treo 600 - has the same portable form factor and useable keyboard as the SK II.  If you are an absolutely Internet junkie, you'll probably find T-Mobile's abysmal coverage tolerable and SK's true wireless Internet access appealing.",negative
"I have a Motorola Razr phone and I absolutely hate it because it has low hearing volume and bad reception resulting in missed calls.  I was seriously planning on returning/selling it until I got this Freedom headset!It makes a huge difference!  Very lightweight and comfortable!  No problems with range or battery life.  A little bulky though.  Just got it the other day and a must buy, especially at $40 with $10 rebate = $30!!",negative
Pros:- Price- Ease of pairing- Sound quality (yours and theirs)- Battery lifeCons- Painful for an extended time (10 mins)- Hard to tell if on or off,negative
I used this phone lifter in combination with the Plantronics CS50 Wireless Office Headset.  It was a powerful combination that allowed me to answer my phone up to 300 feet away from my office. This lifter fits onto your phone base and lifts the receiver when you press a button on your remote headset.  You can answer the phone or hang-up when the call is completed without ever touching the receiver.The lifter came with a plug in mini-microphone ring detector that attached to my base phone and it allowed the base station to notify me when the phone was ringing.  The setup was quick and easy and the device took up almost no space on my desk as it attached to my phone.I spent thousands of hours a year on the phone and this device along with my remote wireless headset saved me a lot of neck stress and phone holding for hours a day.  This is a useful tool in any modern office and I recommend it to you.,negative
It says it's compatible with all Motorola handsets...  It doesn't work at all with Motorola/Giant Talkabout FRS/GMRS/CB 2-way radios having 2.5mm jacks.  Very disappointing.,negative
"I could not be more impressed. I was highly skeptical as I have been buying bluetooth headsets like crazy trying to find one that worked, and they're all pretty much junk. This thing worked all the way out to the sidewalk, and likely much further, but that's as far as I went. The quality on the other end is very clear. The manual is plain stupid, it looks like they were half way through putting it together when they released it, but on the Mac the manual was of course not needed, just plug it in and it worked without any of the driver install nonsense Windows requires. BTW, I am using it primarily with Skype.OK, I have to add something to this review. There's a fatal flaw in this device. A flaw that makes the device near worthless to me now. If the USB cable is unplugged, but the earpiece is left clipped into the holder/charger, the battery runs down within hours. Obviously a simple diode somewhere would have prevented this, but for me the device now is close to useless.Update: May 8th 2011. So, 5 years later, the device is seriously failing. the electronics in the device are dying. I am having to constantly remove the battery to get the headset to work, and it's cutting me off in the middle of calls. It also refuses to charge, and discharges when not in use even when the base is connected via USB. It's a pity its failing, and I came looking for a new version, but there is none. Should I just buy it again?",negative
"I specifically ordered this headset because of the eye glass clip.  When I received the order, the clip would not fit on my glasses, and appeared to be of extreme poor contstruction (the type you would expect out of a Craker Jack box).The headset would required pressing the button to answer a call several times before it would actually pick up the call.The product is in the process of being returned to Amazon.com.",negative
"I bought, exchanged, and then returned this unit.  Both units delivered to me would not turn on.  When I charged them using the supplied adaptor, the red charging light came on and a few hours later, the unit was supposedly fully charged.  However, when I attempted to turn the unit on by pressing the power button, nothing happened.  The unit never came on, could not be paired, and never worked.  I returned both of them.  I can understand one unit being bad, but two units that were shipped several weeks apart shouldn't be.When I called for technical support, I waited on hold for sometime, and then gave up.",negative
"It was because I could no longer obtain good quality BL-5C's that I finally gave up my Nokia phone.I think the last battery I tried in it was one of these, it actually had worse performance than the battery I had used for a year and was trying to replace.These might be phonies from China or just so old that they are chemically inert, but I am afraid I can't recommend these.",negative
"Got this is a timely mannor, put it in my phone, chatged for 12+ hours and nothing ! Never worked ! Annoyed to say the least ! I ordered this just in time to go into the hospital for a ce section so i wouldnt have to charge my phone all that often considering bending and such will be painfull. A lot of good it did me.",negative
The device was not as the description. It looked as if someone dropped it off their vehicle and it hit the road and skidded all the way down. I was VERY disappointed when opening it b/c it was the first thing I seen other than the front damage.I did email the seller and told them and they were very nice and refunded me as I returned the product back to them.,negative
was very unhappy with this it didnt work no time i had got it for my husband and i haven heard the last of it from him,negative
"I had a Samsung X427 before this and it was awful. Dropped calls, poor reception, wouldn't hold a charge. This phone changed my opinion completely. It does everything I need and then some, and the camera/video is a bonus. The only downside and the difference between 4 & 5 stars was that it did not behave well with my Jabra EarWrap-the remote button did not work-and the speakerphone is a joke. But speakerphone is not really what I needed, it was reliability and function.Really a far step forward-I recommend it for anyone needing a reliable phone.",negative
"My wife and I each purchased V551s with our migration to Cingular 6 months ago. In that time (during which the phone was never dropped, bumped, etc), I've replaced my phone twice, and hers once. The problems we've had include:- random ""white screen of death""- Bluetooth connectivity problems (isolated to phones)- dropped calls in perfect reception areas- random battery indications- the infamous ""Unable to Charge"" problemAdd to that Motorola's lousy phonebook and UI, and retarded Bluetooth handling (e.g., if any BT device is connected, the same Moto default ring sounds, regardless of sound profile or caller-specific ringtones), and you have an overpriced, overhyped, oversize paperweight.I'm fortunate Cingular offers my company's employees discounts on new phones, so that I can go back to Sony Ericsson. My old T616 gave me 2 years of perfect service, even after having been dropped twice. It's on its 2nd owner now, who has used it for 6 months problem-free.",negative
Doesn't stay on even if you figure out how to get it on. The ear plug piece is big and bulky and then you can't hear. The mouth piece is way too short so no one can hear you talk over the car and road noise.  The cord is too short and there is not volume control on the cord with is inconvenient. Get the Bluetooth and give up the wire.,negative
"This fell apart after one use, and the person I called couldn't even hear me when it wasn't broken to pieces.  VERY disappointed! :(",negative
"I screwed up; shouldn't have ordered this; it's of no use to me.  Since the real price was hidden in the ""shipping and handling"" it's pointless to return it; I'll just write it off as an ""educational expense"".I actually bought this to use on a cordless handset that had a ""hands free"" 2.5mm jack. (Siemens cordless phone system).  The owners manual says ""...any 2.5 mm headset"", so that's what I bought.  I don't even know where this thing is anymore; I put it back in the little bag and forgot about it.I tried it on three of the handsets in the system; the plug simply captures the line and makes a loud, ""screeching"" sound...  ...playing with the plug, I can find one tenuous position about a quarter of the way out where I can hear audio from the phone, but the moment I let it slip it goes back to the screeching.I can't get it to work on anything else either including my wife's Samsung Intensity (which also has a 2.5mm headset jack; same results), but I don't have access to a PalmEvery so often I do something stupid; buying this was one of those occasions.",negative
"This is the 3rd ""OEM"" battery I bought via Amazon Marketplace -- as with the others, it was terrible. I ordered form the OEM shop a BR50. They sent a BR56 which is supposed to be even better with 3 hours talk time. It did not last 30 minutes after a complete overnight charge. Nowhere as long as the battery I am trying to replace which lasts over an hour instead of the original 2 1/2 hours.OEM sent a counterfeit fake battery --- not OEM. How can you tell? Because Motorola OEM batteries are made in Japan. These say clearly that they are made in china. I had the same problem and returned the same battery from Wireless Phone Accessories and Batteries4Less.AMAZON_- you should be screening these sellers and addressing these issues. There are a ton of posts under every single one of the Motorola Razr battery listing that say they got bad or counterfeit batteries.Theses companies make their money by selling junk, counting on the Amazon customer not to feel it is worth the hassle to return it. For every one I have to return I lose an hour of my time. My time is worth more than th $10 I get ripped off for. But I do it anyway b/c hopefully at some point AMAZON is going to take responsibility for the conduct of their market sellers. AMAZON's new logo is to become the most customer centric company on earth. Well AMAZON, you can start here: Bargain Cell -- which is one of the worst offenders, Wireless Phone Accessories and now the OEM Shop -- what a joke for a name for the last one since clearly they KNOW they are selling counterfeit batteries.I paid $30 for one from batteries4less hoping to get the real deal -- I got the exact same batter I got from the OEM shop -- the exact same counterfeit. So it has nothing to do with the price paid. Just dishonest online sellers.",negative
They are probably old batteries sitting on a shelf by the time we got them. Not much better than the old ones I was replacing.,negative
I purchased three of these batteries and each one would not last through one day in standby (not making calls) before it went dead.  I thought I had a problem with my RAZR V3M so I took it in and was informed that these batteries do not have enough milliamps required for the RAZR.  They replaced it with the correct battery and I have been using that one now for over a year with no problem.,negative
"I agree with other reviews... people who talk to me hear a horrible echo due to the mic picking up the earspeakers sound... even if I set the earspeaker to the lowest volume.  I'm glad it came free with my phone, because if I'd payed for this... I'd be pretty mad.",negative
"Summary: Stay away, this product sports a very poor design...Pro:+ very low price+ very small and lightweight+ relatively easy to use+ pair up well with all my BT phonesCon:- morse-code like feedback signal - they try to accomplish too many tasks with single beep/tone.  1 short beep, 2 short beeps, 3 short beeps, 1 long beep, 3 beeps up, 3 beeps down.  like another reviewer said,  you really have to read the manual or keep it nearyby to be able to understand what all the beeping means.- echos no matter what volume you set it, partly because this thing is very loud- insanely difficult to open the battery door.  I got so frustrated, I was about to throw this thing out of the window.  For a product that use regular batteries, the battery door is the most difficult to open.  Once opened, you need a pair of tweazers to pull the battery out.  The battery compartment is very deep and extremely snug.  This must be a sick joke by Motorola.  Forget about changing the battery on the go, you need to sit down and have a few tools and a lot of patience.  (for the record: this was my breaking point, i had to return this unit, because installing the battery for the first time was enough of a turn-off)- sound quality is mediocre at best",negative
"Quality and value of this item are fine, but WHOA, it smells SO BAD!! Just like bug spray! I returned it promptly.",negative
I tried putting my Galaxy S4 in the case and it kept popping out. It seems like the plastic casing is too small for the phone. Very disappointed.,negative
A little thick but protects well and the kickstand is stronger than other cases I've tried.The thicker corners also make it harder to slide into my car dock.,negative
"The cover fits properly leaving all the necessary openings available for easy access.  It keeps the screen lifted off the surface when the phone is put face down.  Overall, it does all what I need it to do.  Operating the power and volume buttons is a little awkward as it is hard to find the buttons by feel.  I would recommend this product for anyone looking for basic protection.",negative
"I received this today and I'm not a fan of it but my daughter is I thought it would be puffier as it looks in the pic but it's not and the one they sent me is pink underneath and the waist band is pink which is not what I wanted due to the fact she already had the sandals she was gonna wear with it now I gotta find another pair of sandals,ima just keep it cuz she likes it.",negative
My 4 year old daughter always wants to play dress up. I bought this for her for Christmas and she never wanted to take it off. It is almost a year later and she still has it!! It was well worth the money and has held up this long with nothing wrong with it!! I would recommend it,negative
"I wanted to have the title summarize my thoughts if you decide not to read the entire review.  My granddaughter likes the Shining Image Jewelry Box given to her for a birthday gift from Grandma.  I wish the drawers were deeper for holding her many necklaces.  Also, I wish the drawers had a stop, preventing the drawers from tipping contents entirely when trying to remove one piece of jewelry.  My granddaughter is only five years old, so having the background knowledge of knowing when to stop the action of pulling the drawer from the base requires practice.  I, on the other hand, have had lacks of years of practice with jewelry drawers, but also struggle with removing the drawer without spilling the contents.",negative
"I bought this product a little over a year ago. Now that I am done with it, I wanted to sell it. I put it on eBay and Craigslist. They had their lawyers contact the sites and have them remove the listing.Apparently in the tiny 4-point font disclaimers on the package it says that the license is not transferable, so you can't sell it as a used item after you're done with it.Total crap !",negative
"We got this costume for my son to wear to Disneyland. My daughter likes to dress up like her favorite princess, so he wanted to dress up, too. This costume is better quality than I had anticipated, based on some of the other reviews. It runs a little small, my son is five and the Child M (7-8) fits well over his clothes. The boot covers pull on over the white jumpsuit pants, and the costume can be worn without them. The arm panels, however, remain attached. The suit has an opening in the back, under the hood, for the child to get into it, and the opening has two Velcro dots to close it. This makes it a little bit awkward to get into, and especially awkward to take off to use the bathroom. To use the bathroom, you have to take off the whole top of the costume, and then hold onto it so it doesn't touch a dirty bathroom floor (I definitely had to help my son with this in a public bathroom). He absolutely LOVES the costume, and has worn it everywhere (except school) since he got it.",negative
"Have they lost their minds??!! Over 100$ for a costume!! Amazon, you are an idiot. This is an inexpensive costume. It better include a meeting with Tom Hanks for that price.",negative
My dad travels a lot and that is an understatement. I got this item for him for when he was going to some shady places and he got a lot of use out of it.,negative
"It takes up very little space when not being used,  but has worked great in making it much easier to movie two pieces of luggage with one hand.My only caution is be sure that you snap the pieces together as they were intended to be snapped together. If you snap together with the one piece upside down, you'll need pliers to get them apart. So watch what you're doing and don't be stupid . . . or careless. And don't ask whether it was me or not who was stupid or careless.",negative
"I purchased the X-Lander Military version of this watch (all black, rubber strap).  I've scraped it across several hard objects, and it has yet to show scratches.  I love the compass and reverse display.  You have to be careful when setting up the watch, as it is easy to change the factory defaults on the barometer.  The elevation data seems to change constantly with barometric pressure, but I'm assuming that this is always the case with this type of instrument as its not tied to GPS.  My chief complaint is that the buckle is hard to unfasten (acutally, the tab that holds the end of the strap in place).",negative
"Master Lock has been around for a really long time.  I purchased because of the name, the sturdiness of the lock and the color.  Easy to spot which locker is mine amoungst the dozens, most sporting boring black locks.",negative
"My daughter recieved this purse as a gift and we found it was missing some of the pieces. Since the pieces were sealed in a bag, it was a clearly problem from the manufacturer. When we went to exchange it, we found all of the purses on the shelf were missing at least the mirrors! Pretty bad quality control, if you ask me. We ended up stuck with an incomplete toy... pretty dissapointing.",negative
My niece loves this little purse with all the items that go in it. She walks around caring her little purse just like her mom's.,negative
"My daughter likes this toy, I was disappointed that the little pink phone didn't have push buttons. Other than that the toys is cute.",negative
got for my niece and she had a blast with it. the only bad this is that the little parts all get lost and now she does not have half of them.,negative
"My twin girls got this when they turned two and they both love it and still have it at almost 3 1/2.  My only complaint is the little plastic card holder.  For some reason, neither of the girls can open it.  But overall, they love the purse and it's lasted this long with very destructive twins!",negative
"The baby loves his little Dora bag, but why they can't make some of this stuff in blue or grey or any other color is beyond me.",negative
Hard to beat the price but I didn't expect that Casio still made this bad back lighting for night viewing.  I gave the watch away a day after I got it.,negative
"I thought it would be a bit bigger, but it was not. I'm keeping it anyway, it does the trick. It's also on the small side around my wrists.",negative
this watch should just be for a woman's waist. It is really a small watchactually gave it to my 15 year old Grand-Daughter,negative
"Product came on time, was exactly as described, were the correct size and the correct color. I had no problems with this order. When I was going through the reviews, I noticed quite a few complaints, and was worried. I needed new sneakers and figured 40 bucks was not all that bad for the shoes. I used to wear Chucks until they fell apart, and will probably do the same with these.",negative
"Not black!Like an awful green blackI love converse, but these black ones are just ugly. I don't even want to wear them for they do not match my other black clothes in the closet.Sucks",negative
"I love my black on black converse tennis shoes, straightgangsta! Now this is my style. It goes with any I wearthat's casual or street wear. Thank you.",negative
They were a tad larger than I expected. Not a big deal. We will keep them a little while longer. I appreciate the expeditious shipping.,negative
"Like:Great look.Dislike:This item weights a ton!Tongue moves around.Insole is so flat, I get sore feet after just 10 minutes walking.",negative
"My son only wore these shoes once (he's only 2) because they cause so much distress to get on and off, we just don't bother anymore. Why they dont make a  hidden zip for the toddler sizes is beyond me. They're expensive so wait until they're older before buying this type of shoe.",negative
They are comfy and flat. I did not want to buy specific weightlifting shoes due to price so ended up with these. They perform well while squatting and lunging though they do have a small toe box.,negative
"These shoes run so big, and the size is very confusing. I emailed to find out if I could just exchange for a smaller size, but they won't do that. I have to send them back, and buy another pair. No thanks.",negative
"One of the very few places that sell these above a size 13 and a few dollars cheaper than buying directly from Converse.These are the real deal, in case there were any concerns!",negative
"I bought these for my daughter who wore her previous Converse into the ground.  She was a little hesitant about the gray color, but likes it now. She gave them 4 stars because she wishes they had arch support.",negative
"Unlike what other reviewers said, this shoe is EXACTLY the correct size. I will say, though, the tag on the inside of the shoe has weird sizing information. for instance, it says that my size 11.5 men's shoes (US) are size 9.5 Mens (US)... I ordered 11.5's and these are, in fact, 11.5... I have no idea why the sizing info on the tag is wrong as these do not appear to be counterfeit shoes.",negative
"I have 10 pairs of Chucks, and I will keep replacing the ones that get so worn out, as these did. Can't go wrong with the classics!",negative
"a little overpriced for the quality. not nearly the quality of Chuck Taylor Converse from the past, undoubtedly from being made in Indonesia.",negative
"These are a vibrant pink and I get lots of compliments!  As usual, Converse run a half size too large and no support.",negative
"call me crazy, call me weird, call me what you want. A girl in chuck taylors is a girl in my heart. high heels schmigh heels. chucks are where its at. The low key throw em on and classic style you see everyone wear. The first of many for my girlfriend, she will have about 13 different colors ^__^",negative
"My... 10th pair of cons in 10 years.  If you have never owned a pair of Cons, they will last about a year of regular use.  They are not good in bad weather.  They do not have any arch support or cushioning on the sole.  They are not waterproof.  They have poor traction.  That being said, I love them just the way they are.",negative
"What a releif this bra is for me.  I can run, jump rope, and perform other aerobic athletic activities without a hint of a jiggle!  This is a muist have for the active well-endowed!",negative
"I closely studied the strange sizing chart for this bra, and ordered a size 3 a few months ago.  This turned out to be too big, so I ordered a size 2.  The size 2 was way too small!  I am about a 38F; the 3 had too much room while the 2 didn't even fit around me.  This gap in sizing has me confused but maybe when I lose some weight I will decide to try this bra again.",negative
"I have 40/38 DD size breasts but I love to run. :-( THis bra has been my go to bra when running, doing HIIT and Turbo Fire. I've tried other bras such as the Panache and to double bra other bras but nothing compares. My ONLY gripe is that it's not adjustable and at 64 bucks a bra that sucks especially if you're losing weight because you'll have to spend more money on a smaller bra. Get this bra if you're looking for maximum support. I'm actually going to buy another one because I don't want to have only one.",negative
"again, i bought this based on a recommendation of a friend, i absolutely hated the fabric it was a cheezy almost las vegas type shiny fabric, ugh also the straps were too short. i couldnt fit it right. did not like the front closure either,, you need a whole day just to get the thing on!dumb design in my eyes, i sent it back,",negative
"I bought this bra not with sports in mind.  This is not a 'pretty, feminine' bra. As a large busted woman, I was tired of being disappointed with ill fitting bras. I needed the back/posture support and ample coverage.  This bra provides both--however the drawbacks are: 1)the straps are not long enough for me and 2) It gives you that 'minimizer bra' look. Nice wide straps and it provides cleavage coverage.  You may want to wear a tank or camisole with lower/open neck tops.",negative
I don't like Ameribags because they are too hard to store things in and find things in. I do not like their bag.,negative
the ring is pretty but just a little to flashy for me the band is not made for small hands,negative
"This is a very useful bag and is as described. The only caveat is the leather - it's rather stiff and not very good quality. That said, it's a bargain for the price.",negative
It's not what I expected and it is to small. I will be giving them as gifts instead. Thank you!,negative
"I like the looks of this wallet and especially the color, and all the spaces for cards and your license.  The only thing I had a problem with was the slots for your cards were hard to use. I had alot trouble pulling my cards out, I do like the wallet so I'm going to keep it and hope they will stretch out a little in time.",negative
I didn't like the way the credit card sleeves were laid out and there was no zippered compartment.  It was also slightly ugly.  I sent it back.,negative
The card slots in the wallet are too tight.  You have to force the cards into the slots and then they are almost impossible to get out.  I used the wallet less than a month and the sides were already tearing away.  I've gone back to by old wallet.,negative
I'm usually a fan of playtex but this one just didn't cut it for me.  I had to return it because it was so uncomfortable on me.  There was no problem with the return.  I appreciate that.,negative
"I am a 38D in all bras, Victoria Secret, Playtex, Beyond Bare, but this one is way tooooooo tight.  The cups are also a little too small, and yes, as another reviewer mentioned, I also feel like I looked like torpedo chest too.  I would not recommend. I love Playtex bras but they made a mistake with this one.",negative
"Bought a 40DDD. This bra is offensively ugly and clumsy. It has a lot of padding which makes my already large breasts look enormous, The cups are moulded and - of course since it's Playtex - they are pointy. I was stunned at how horrible it looked on. Add to that the fact that the underwire and band are very uncomfortable; they don't lie flat against your body, yet they chafe and rub. I've learned my lesson now. I'll never buy Playtex again.",negative
"This slip is not gorgeous or luxurious, it is just okay. I wear them as nightgowns or around the house in the summer. One of the straps consistently twists around the hook which is annoying and keeps me from wearing it as often as I would otherwise. At least it was inexpensive but you get what you pay for, especially in this case.",negative
"Needed another slip for a trapeze dress and this worked. I wear a 22 and its a bit snug.  Other than that, it works.",negative
"Had to return.  Will have to find a place that sells full-size slips to try on.  Don't use Victoria's Secret, they are way expensive.",negative
The pink color was very faint - almost white. The quality on these was a little disappointing as well. The little pad in the middle was way off-center on almost every one. They didn't stick as well as other brands i've tried as well. Would not buy again.,negative
"They serve their purpose to keep bra straps on the shoulders. They were what I expected them to be, period.",negative
I can understand why this affordable nightgown received positive reviews but it is too thin to wear outside of the bedroom in my opinion.,negative
"Truly terrible.  I purchased two of the three packs and upon opening one package I discovered that they were full of pulls that would lead to runs during/after first use.  Next I tried on another pair only to discover that whilst the length of the stocking was fine the spandex/elastic was so weak that they almost immediately fell down even though they fit.  Also, I found them to be very sheer.  I thought that by purchasing the 'fantasy black' that they would be more like tights in color but that was not the case.  Overall, very unhappy with this product and will be returning for a full refund.",negative
"At the moment, I can only wear nylons on one leg.The other foot is still wrapped from surgery and will befor another few months.I recommend these stockings even if you can use both.They stay up without garters or garter belts.  No need forpantyhose.  The elastic is firm but not too tight.I may use them when I have the use of both legs.",negative
"I have been on the prowl for thigh highs that do not have the very uncomfortable synthetic material to hold them into place. I thought these were it, but I was wrong - I failed to read the ""Elastic leg bands for stay-put support"" part, but I did not give them 4 stars due to my human error. They received 4 stars because the ""fantasy black"" was hella black, barely sheer. Maybe the ""off black"" would have provided the sheerness I was looking for.I thought about keeping them any way, but I finally found what I believe to be a pair of Berkshire thigh highs with lace and without thigh choking rubber involved so I'm sending these Sheer Thigh Highs back. If these are the kind of thigh highs you are in the market for, I suggest ordering a size up because my thighs are small - I'm 5'4"", 120 lbs - and the C-D still dug in enough to create that unsightly bulge at the top. I believe if they were one size larger, they would still stay in place and be flattering and somewhat comfortable at the same time.",negative
"Wow...I should have listened to the other reviews. While it looks comfortable-- it isn't. The edges alone are scratchy and the torpedo look I could move past as I've had one other bra do that to me in the past, but after some time it worked itself out. I'd have ignored it completely if not for the scratchy feeling at the hem lines. There for it's being immediately returned.",negative
"I have bought Bali bras before and have not had problems with them.  Had under wire bras quite a few times and didn't have problem with them either.  Have worn 1 twice and I was at work and I had to cut out the under wire is was so uncomfortable.  I will be returning the other 3 that I bought.  If I was smaller they probably would be alright, but being on the heavier side when I sit down there is not enough padding on the bottom of the bra to protect the mid-section.",negative
I was disappointed when I could no longer find them at my local stores.  Thank goodness I found them here.  The price was quite reasonable too.,negative
"This bra has no padding.  It is stiff and a wee bit scratchy until washed with Woolite or similar cold water soap.It is a minimizer.  And it works.  For those tops that are tight. This works!MY BALI INDULGENCE 34 DD AND 36 DD.  I CAN SLEEP IN.  This is not sleeping comfort.  This is for minimizing.The price is super.  My other Bali, and Olga bras cost $55.00 to $60.00 dollars.",negative
"I usually wear Lilyette Minimizer bras, but now they do not even make the one I really like.  So I decided to try the Bali Minimizer, but although it fits, it does not minimize like the Lilyette does.",negative
"It fits not too bad, but I did need just another cup size bigger. I thought I ordered triple D and that is what this says, but the bras say double D. I took the wire out, because it was pressing into my chest to hard, but the bra is comfortable. If I had the right size, I still would have taken the wire out.",negative
"First off it fits way too small. I bought it because I was under the influence that it would fit a plus sized woman like me perfectly. Don't be fooled by that! This bra is not for plus sized women with larger busts. It looks nothing like the one in the picture. The under wires are so uncomfortable. I always buy under wire bras and this one felt like it was poking me to death and digging in under my breasts. The front of the bra sticks up and out (the under wire) right between the cleavage and it is very visible under any top. Getting it on was no picnic. I can usually reach back and snap it shut but this one refused as it felt too short. I had to turn it around and snap it then turn it back. It was horrible and too tight. I tried to adjust the straps and that helped a bit but still my breasts were sticking out (muffin top). Nothing I did worked. All I keep thinking is that there is a reason they show these bras on skinny people in the pictures.If you do buy this bra buy it 3 sizes bigger than your normal size otherwise you will be disappointed like I am. The price for this bra is too high. The materiel is horrible and stiff, no softness to it.",negative
Triple D is too small so I tried G...and still my girls are trying to escape....I hate that.  I bought the Goddess plunge in the same size and it fits great.  This is a quality product...just wish sizes were universal,negative
"This is the only minimizer bra I have found that supports me well.  I tried another,more expensive brand at one time, but came back to the Bali. I discovered with the other bra, my breasts were always sagging and spilling over.  I wear a 34DDD.  If I don't have a good bra my back suffers, not to mention the fit of the clothes.  The Bali provides both.",negative
"For the person who is hoping for a dark blue or dark green gown, I have the dark blue gown, it was the very first one I bought about 10 years ago and also I have the dark green. Those are two of my favorites and since it is an old color, they are not likely to be reissued. I just thought I would let you know. Sorry.",negative
"It's difficult to put the bra on once you have these on the straps. Either I maneuver myself into the bra after attaching this, or I just get my husband to do it for me. Both ways are annoying, but hey they get the job done. No falling straps!",negative
"This is too expensive for the cheap quality of this product! Because the plastic is so slippery, when you put it on the back of your bra and attempt to adjust it to your liking, as soon as you begin to raise your bra straps onto your shoulders, the little adjustment clip will slip/revert back to the starting point of where you begin when you tried to adjust it. I can see this happening if I were over weight and/or had large breast, but Im a size 8 and a B cup so this shows you how defunct this product is. Furthermore, the company I bought this from here on Amazon (i.e. Lady Grace) has an outrageous shipping cost! This piece of crap should be half the cost to ship but the company charges an unreasonable shipping fee because they make you pay for them to mail you their unwelcomed catalog (along with this cheap gadget) which I threw in the recycling bin as soon as I got it. Total waste :-(",negative
"At first, I could &#34;feel&#34; them on my back, but after a little while, as I wore them, I not only forgot about them, but I forgot about the bra straps that I used to pull back up on my shoulders every few minutes.",negative
No stretch at all. Are like nylons from the forties. Give me elephant leg or flat out fell down. I threw them away.,negative
I thought the further up the size alphabet the larger they get I was wrong they also need to put the proper size chart along with the product.,negative
"they are a little darker than nude, but they are exactly what I expected. comfy panty hose, hopefully they last",negative
I bought these for my Mother who is short with heavy thighs. The fit was a little small and she found that getting them over her thighs comfortably was difficult.,negative
Finding a 32D in a retail store is impossible. Ordered online and the cup fit is a little off. The underwire is a little small and the cup itself is a little large. I guess I'm just the wrong shape. The 32C underwire seemed to fit the same and the cup was a little small. So I guess I'm inbetween.,negative
"I was so excited for this bra and when I got the 38D  the wire part fit great and actually supported ALL of my boob instead of cutting in too close on the sides.  The cups were just a TAD too big, and I could have gotten it tailored I suppose but I returned them for a 38C hoping that, being a 38, the underwire would still be wide enough too include all my bits but have correct cup size....cup size was alright, but the underwire was too narrow AND the underwire that came up between the boobs was too wide!  It was like pulling my boobs apart from the center!  No thanks!  Plus, it pushed really hard into my sternum!  The material was super scratchy and uncomfortable, I just wished this worked out b/c from the picture it looks so pretty but the material is awful.",negative
"Unfortunately, I ordered the incorrect (too large) size, so I really can't speak to it. I am not saying anything negative; the wrong size was my error. I returned the bra. If there were a way to choose NO STARS, that is what I would do.",negative
"The fit is terrible.  The narrow straps cut into my shoulders, but if they are loosened, the cups don't provide the proper amount of support.  You must be the exact right size to wear this bra...comfortably.",negative
